választókerület;szavazókör;Fidesz-KDNP;Összefogás;Jobbik;LMP;megjelent;összes választó;Szavazókör címe
k13;sz0901;287;303;47;57;721;919;Egressy út 178/G.(Bp-i Kommunikációs Fõiskola)
k13;sz0902;213;307;55;38;628;860;Egressy út 178/G.(Bp-i Kommunikációs Fõiskola)
k13;sz0903;192;285;53;42;581;815;Egressy út 178/G.(Bp-i Kommunikációs Fõiskola)
k13;sz0904;231;314;100;45;705;938;Mogyoródi út 128.(Váci Mihály Kollégium)
k13;sz0905;183;244;63;46;553;736;Lengyel utca 23.(Németh Imre Ált.Isk.)
k13;sz0906;217;281;84;57;668;885;Lengyel utca 23.(Németh Imre Ált.Isk.)
k13;sz0907;224;321;69;52;682;920;Egressy út 178/G.(Bp-i Kommunikációs Fõiskola)
k13;sz0908;280;306;68;47;729;891;Tihany tér 37-39.(Zuglói Tihany Óvoda)
k13;sz0909;289;336;49;60;753;983;Mogyoródi út 128.(Váci Mihály Kollégium)
k13;sz0910;270;276;48;51;675;849;Tihany tér 37-39.(Zuglói Tihany Óvoda)
k13;sz0911;260;304;45;44;668;861;Mogyoródi út 128.(Váci Mihály Kollégium)
k13;sz0912;334;341;86;62;842;1143;Mogyoródi út 128.(Váci Mihály Kollégium)
k08;sz0913;158;208;65;22;484;672;Álmos vezér útja 46.(Benedek Elek EGYMI)
k08;sz0914;197;256;78;54;611;853;Wass Albert tér 12.(Hunyadi János Ált.Isk.)
k08;sz0915;216;237;58;56;590;865;Wass Albert tér 12.(Hunyadi János Ált.Isk.)
k08;sz0916;214;206;63;67;592;934;Pillangó park 3-5.(Sylvester János Gimnázium)
k08;sz0917;226;187;60;52;558;863;Kaffka Margit köz 2.(Kaffka Margit Ált.Isk.)
k08;sz0918;237;281;52;54;656;892;Kaffka Margit köz 2.(Kaffka Margit Ált.Isk.)
k08;sz0919;211;263;64;63;621;870;Padlizsán utca 11-13.(Heltai Gáspár Ált.Isk.)
k08;sz0920;240;245;76;45;638;917;Kántorné sétány 9.(Tündérkert Óvoda)
k08;sz0921;212;253;85;60;634;974;Újváros park 2.(Móra Ferenc Ált.Isk.)
k08;sz0922;286;316;120;54;809;1179;Újváros park 2.(Móra Ferenc Ált.Isk.)
k13;sz0923;174;181;40;28;432;551;Tihany tér 37-39.(Zuglói Tihany Óvoda)
k08;sz0924;274;235;82;65;687;946;Álmos vezér útja 46.(Benedek Elek EGYMI)
k08;sz0925;227;359;99;39;762;1018;Újváros park 2.(Móra Ferenc Ált.Isk.)
k08;sz0926;182;238;99;42;590;911;Újváros park 2.(Móra Ferenc Ált.Isk.)
k08;sz0927;162;233;49;32;508;734;Álmos vezér útja 46.(Benedek Elek EGYMI)
k08;sz0928;203;244;91;28;582;896;Újváros park 2.(Móra Ferenc Ált.Isk.)
k08;sz0929;291;247;64;70;721;972;Gvadányi utca 40-42.(Narancs Óvoda)
k08;sz0930;201;221;68;53;573;896;Ond vezér park 5.(Dr.Mezõ Ferenc Ált.Isk.)
k08;sz0931;162;180;73;20;476;784;Ond vezér park 5.(Dr.Mezõ Ferenc Ált.Isk.)
k08;sz0932;205;287;63;47;649;914;Gvadányi utca 40-42.(Narancs Óvoda)
k08;sz0933;202;217;93;42;594;872;Ond vezér sétány 9-11.(Napsugár Óvoda)
k08;sz0934;227;240;80;50;629;980;Ond vezér sétány 9-11.(Napsugár Óvoda)
k08;sz0935;241;229;80;38;624;940;Ond vezér park 5.(Dr.Mezõ Ferenc Ált.Isk.)
k08;sz0936;234;245;89;43;652;944;Ond vezér park 5.(Dr.Mezõ Ferenc Ált.Isk.)
k08;sz0937;204;257;80;37;607;857;Ond vezér park 5.(Dr.Mezõ Ferenc Ált.Isk.)
k08;sz0938;147;249;63;36;551;891;Álmos vezér tere 9.(Álmos Vezér Ált.Isk. és Gimn.)
k08;sz0939;237;295;71;37;665;951;Álmos vezér tere 9.(Álmos Vezér Ált.Isk.és Gimn.)
k08;sz0940;208;292;75;39;668;962;Kántorné sétány 9.(Tündérkert Óvoda)
k12;sz0941;267;221;90;47;649;901;Bogáncs utca 51-53. (Általános Iskola)
k12;sz0942;253;194;101;36;617;846;Bogáncs utca 51-53. (Általános Iskola)
k12;sz0943;239;298;108;48;726;999;Bogáncs utca 51-53. (Általános Iskola)
k12;sz0944;287;297;136;41;781;1078;Bogáncs utca 51-53. (Általános Iskola)
k12;sz0945;218;151;92;32;558;1079;Szõdliget utca 24-30. (Gimnázium és Szakközépisk.)
k12;sz0946;264;303;107;62;769;1055;Szõvõgyár utca 24. (Óvoda)
k12;sz0947;219;226;83;41;602;843;Kossuth utca 53. (Általános Iskola)
k12;sz0948;184;216;72;35;536;802;Kossuth utca 53. (Általános Iskola)
k12;sz0949;192;131;98;38;472;714;Régifóti út 14. (Óvoda)
k12;sz0950;280;217;101;45;685;1053;Kossuth utca 53. (Általános Iskola)
k12;sz0951;251;205;91;61;645;975;Szõdliget utca 24-30. (Gimnázium és Szakközépisk.)
k12;sz0952;278;224;83;55;685;1094;Bocskai utca 70-72.  (ISZTI Központ és Gimnázium)
k12;sz0953;251;229;121;46;684;1155;Széchenyi tér 13. (Általános Iskola)
k12;sz0954;205;173;58;63;536;820;Széchenyi tér 13. (Általános Iskola)
k12;sz0955;128;249;80;35;522;793;Széchenyi tér 13. (Általános Iskola)
k12;sz0956;295;225;111;40;706;1058;Széchenyi tér 13. (Általános Iskola)
k12;sz0957;174;188;101;28;510;755;Arany János utca 51. (Idõsek klubja)
k12;sz0958;212;200;77;30;540;783;Klapka György utca 27. (Óvoda)
k12;sz0959;252;218;99;45;650;996;Arany János utca 51. (Idõsek klubja)
k12;sz0960;261;234;96;37;651;1074;Bocskai utca 70-78. (Alapf. Mûvészetoktatási Int.)
k12;sz0961;259;212;97;39;638;1023;Bocskai utca 70-78. (Alapf. Mûvészetoktatási Int.)
k12;sz0962;237;226;107;45;627;920;Patyolat utca 5-7. (Óvoda)
k12;sz0963;326;228;79;44;712;981;Patyolat utca 5-7. (Óvoda)
k12;sz0964;289;264;116;44;732;1050;Gábor Áron utca 58/C. (Kozák téri Közösségi Ház)
k12;sz0965;273;255;97;40;696;947;Gábor Áron utca 58/C. (Kozák téri Közösségi Ház)
k12;sz0966;225;216;69;44;577;809;Kolozsvár utca 1. (Általános Iskola)
k12;sz0967;221;266;108;45;672;959;Szent Korona útja 5. (Általános Iskola)
k12;sz0968;197;289;88;43;648;947;Szent Korona útja 5. (Általános Iskola)
k12;sz0969;199;256;72;39;593;903;Kolozsvár utca 1. (Általános Iskola)
k12;sz0970;197;209;70;22;521;717;Pestújhelyi út 38. (Általános Iskola)
k12;sz0971;162;267;83;36;574;870;Kolozsvár utca 1. (Általános Iskola)
k12;sz0972;200;215;55;35;532;797;Nádastó park 1. (Bölcsöde)
k12;sz0973;237;243;71;44;623;889;Nádastó park 1. (Bölcsöde)
k12;sz0974;265;188;57;38;574;745;Tóth István utca 100. (Rp-i Meixner Ált. Iskola)
k12;sz0975;294;314;106;40;781;1114;Tóth István utca 100. (Rp-i Meixner Ált. Iskola)
k12;sz0976;210;174;69;41;517;763;Pestújhelyi út 38. (Általános Iskola)
k12;sz0977;283;217;86;50;666;892;Pestújhelyi út 38. (Általános Iskola)
k12;sz0978;257;262;80;43;674;960;Szûcs István utca 45. (Pestújhelyi Közösségi Ház)
k12;sz0979;269;222;67;42;616;942;Pestújhelyi út 38. (Általános Iskola)
k12;sz0980;179;197;66;23;487;771;Pattogós utca 6-8. (Ált. Iskola és Szakiskola)
k12;sz0981;224;162;85;23;512;853;Száraznád utca 4-6. (Palota Holding Zrt.)
k12;sz0982;230;220;92;39;609;993;Száraznád utca 4-6. (Palota Holding Zrt.)
k12;sz0983;248;248;80;38;638;1008;Nádastó park 2. (Óvoda)
k12;sz0984;210;231;80;38;578;908;Pattogós utca 6-8. (Ált. Iskola és Szakiskola)
k12;sz0985;148;175;71;36;456;782;Nádastó park 2. (Óvoda)
k12;sz0986;212;244;99;29;620;958;Kontyfa utca 1. (Óvoda)
k12;sz0987;230;190;69;27;544;851;Kontyfa utca 5. (Középiskola és Ált.Iskola)
k12;sz0988;164;170;93;23;467;789;Kontyfa utca 5. (Középiskola és Ált.Iskola)
k12;sz0989;214;226;47;20;548;828;Bánkút utca 67-69. (Olajág Idõsek Otthona)
k12;sz0990;165;136;81;22;426;760;Kontyfa utca 5. (Középiskola és Ált.Iskola)
k12;sz0991;509;485;231;117;1410;1793;Kontyfa utca 5. (Középiskola és Ált.Iskola)
k12;sz0992;214;200;69;28;529;913;Hartyán köz 2-4. (Általános Iskola)
k12;sz0993;181;198;85;23;500;790;Hartyán köz 2-4. (Általános Iskola)
k12;sz0994;166;158;88;27;468;839;Hartyán köz 3. (Óvoda)
k12;sz0995;206;168;98;49;567;883;Szilas park 10. (Mehola Üzletház)
k12;sz0996;189;224;94;47;582;908;Hartyán köz 2-4. (Általános Iskola)
k12;sz0997;227;207;78;36;570;877;Árendás köz 8. (Szakközépiskola)
k12;sz0998;259;291;104;34;727;1148;Erdõkerülõ utca 34. (Gondozóház)
k12;sz0999;190;182;72;34;514;868;Hartyán köz 3. (Óvoda)
k12;sz1000;265;188;62;33;575;942;Hartyán köz 2-4. (Általános Iskola)
k12;sz1001;182;221;86;30;543;824;Árendás köz 8. (Szakközépiskola)
k12;sz1002;141;186;73;13;425;807;Árendás köz 8. (Szakközépiskola)
k12;sz1003;170;191;76;27;500;872;Kavicsos köz 4. (Gimnázium és Általános Iskola)
k12;sz1004;200;224;75;35;559;859;Páskom park 37. (Óvoda)
k12;sz1005;217;221;106;36;602;902;Kavicsos köz 4. (Gimnázium és Általános Iskola)
k12;sz1006;177;222;100;25;552;829;Kavicsos köz 4. (Gimnázium és Általános Iskola)
k12;sz1007;234;254;85;40;651;911;Kavicsos köz 4. (Gimnázium és Általános Iskola)
k12;sz1008;235;236;109;37;660;1052;Neptun utca 57. (Általános Iskola)
k12;sz1009;232;202;148;37;651;1016;Neptun utca 57. (Általános Iskola)
k12;sz1010;203;182;88;33;542;838;Molnár Viktor utca 94-96. (Óvoda)
k12;sz1011;192;168;108;39;530;900;Molnár Viktor utca 94-96. (Óvoda)
k13;sz1012;319;302;99;51;805;1065;Csömöri út 20. ( Általános Iskola )
k13;sz1013;292;295;97;60;766;1000;Csömöri út 20. ( Általános Iskola )
k13;sz1014;296;304;92;34;761;1016;Csömöri út 20. ( Általános Iskola )
k13;sz1015;250;208;81;40;608;882;Regele János u. 43-45.  ( Általános Iskola )
k13;sz1016;296;258;65;35;693;919;Csömöri út 20. ( Általános Iskola )
k13;sz1017;298;280;99;34;739;1034;Csömöri út 142. ( Általános Iskola )
k13;sz1018;315;280;98;49;764;1078;Csömöri út 142. ( Általános Iskola )
k13;sz1019;280;287;108;46;753;1021;Csömöri út 142. ( Általános Iskola )
k13;sz1020;272;306;89;41;739;1001;Csömöri út 142. ( Általános Iskola )
k13;sz1021;309;270;82;45;734;987;Szent Imre u. 115.  ( Általános Iskola)
k13;sz1022;288;276;116;41;742;988;Szent Imre u. 115.  ( Általános Iskola)
k13;sz1023;298;295;96;56;779;1063;Péterke u. 12. ( Óvoda )
k13;sz1024;255;237;96;33;652;874;Ida u. 108-110.  ( Általános Iskola )
k13;sz1025;362;233;77;49;748;993;Péterke u. 12. ( Óvoda )
k13;sz1026;352;277;87;66;813;1078;Bekecs u. 62-78. ( Általános Iskola )
k13;sz1027;217;257;70;28;592;807;Regele János u. 43-45.  ( Általános Iskola )
k13;sz1028;249;232;42;28;575;823;Metró u. 3-7. (Általános Iskola)
k13;sz1029;310;269;78;28;703;931;Cziráki u. 8-10.  ( Óvoda )
k13;sz1030;226;205;58;27;536;765;Cziráki u. 8-10.  ( Óvoda )
k13;sz1031;266;200;44;36;563;775;Cziráki u. 8-10.  ( Óvoda )
k13;sz1032;258;159;65;28;532;729;Regele János u. 43-45.  ( Általános Iskola )
k13;sz1033;676;590;217;113;1671;1924;Metró u. 3-7. (Általános Iskola)
k13;sz1034;233;281;76;46;668;910;Metró u. 3-7. (Általános Iskola)
k13;sz1035;219;300;67;33;639;898;Sasvár u. 101.  ( Általános Iskola )
k13;sz1036;207;303;65;45;650;869;Sasvár u. 101.  ( Általános Iskola )
k13;sz1037;315;259;80;30;701;974;Ida u. 108-110. ( Általános Iskola )
k13;sz1038;347;273;89;39;768;1010;Ida u. 108-110.  ( Általános Iskola )
k13;sz1039;221;243;104;32;619;815;Sasvár u. 101.  ( Általános Iskola )
k13;sz1040;266;212;102;36;641;878;Sasvár u. 101.  ( Általános Iskola )
k13;sz1041;278;325;114;57;797;1043;Sasvár u. 101.  ( Általános Iskola )
k13;sz1042;263;254;76;26;641;851;Bekecs u. 62-78. ( Általános Iskola )
k13;sz1043;349;258;86;50;778;1035;Bekecs u. 62-78. ( Általános Iskola )
k13;sz1044;376;265;103;69;849;1117;Bekecs u. 62-78. ( Általános Iskola )
k13;sz1045;314;221;61;51;677;949;Monoki u. 58.  ( Óvoda )
k13;sz1046;307;323;80;47;783;1053;Monoki u. 58.  ( Óvoda )
k13;sz1047;276;248;52;38;641;845;Könyvtár u. 26.  ( Óvoda )
k13;sz1048;251;198;45;30;545;723;Könyvtár u. 26.  ( Óvoda )
k13;sz1049;360;248;71;49;758;939;Sasvár u. 101.  ( Általános Iskola )
k13;sz1050;285;192;73;39;609;796;Baross Gábor u. 32-36.  ( Óvoda )
k13;sz1051;327;257;78;53;732;973;Baross Gábor u. 32-36. ( Óvoda )
k13;sz1052;283;174;71;20;569;854;Lándzsa u. 23.  ( Óvoda )
k13;sz1053;269;226;70;42;639;920;Lándzsa u. 23. ( Óvoda )
k13;sz1054;345;260;88;28;744;928;Hõsök fasora 30.  ( Általános Iskola )
k13;sz1055;276;269;108;30;717;1046;Tiszakömlõ u. 29-35.  ( Általános Iskola )
k13;sz1056;315;290;71;44;749;983;Hõsök fasora 30.  ( Általános Iskola )
k13;sz1057;250;251;62;30;613;909;Tiszakömlõ u. 29-35.  ( Általános Iskola )
k13;sz1058;219;148;51;25;460;637;Tiszakömlõ u. 29-35. ( Általános Iskola )
k13;sz1059;330;220;66;42;679;946;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1060;333;293;71;52;776;998;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1061;279;210;63;39;618;826;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1062;317;302;82;47;780;1086;Tiszakömlõ u. 29-35.  ( Általános Iskola )
k13;sz1063;248;246;83;35;637;829;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1064;281;194;68;38;604;777;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1065;327;210;94;31;700;900;Táncsics u. 7-11.  ( Általános Iskola )
k13;sz1066;293;188;78;53;634;875;Táncsics u. 7-11. ( Általános Iskola )
k13;sz1067;268;277;107;40;706;998;Ostoros út 6-8.  ( Óvoda )
k13;sz1068;348;283;125;42;822;1205;Ostoros út 6-8.  ( Óvoda )
k13;sz1069;316;173;74;23;603;791;Rádió u. 38. ( Általános Iskola )
k13;sz1070;295;191;83;41;633;899;Rádió u. 38. ( Általános Iskola )
k13;sz1071;330;265;96;35;747;1062;Rádió u. 38. ( Általános Iskola )
k14;sz1072;329;217;81;21;675;885;525. tér 1. (Óvoda)
k14;sz1073;315;218;88;38;676;865;525. tér 1. (Óvoda)
k14;sz1074;297;246;87;54;719;982;525. tér 1. (Óvoda)
k14;sz1075;310;246;64;34;682;863;Lázár deák u. 15-17. (Óvoda)
k14;sz1076;241;284;39;48;624;764;Lázár deák u. 15-17. (Óvoda)
k14;sz1077;262;288;54;62;692;900;Lázár deák u. 15-17. (Óvoda)
k14;sz1078;237;251;110;56;698;1022;Újlak u. 110. (Általános Iskola)
k14;sz1079;251;205;102;40;630;1018;Újlak u. 110. (Általános Iskola)
k14;sz1080;248;180;107;36;598;990;Újlak u. 110. (Általános Iskola)
k14;sz1081;246;186;108;38;612;1017;Újlak u. 110. (Általános Iskola)
k14;sz1082;272;198;96;39;641;1038;Pesti út 80. (Zeneiskola)
k14;sz1083;258;221;109;44;648;963;Pesti út 80. (Zeneiskola)
k14;sz1084;236;165;90;46;559;956;Újlak u. 110. (Általános Iskola)
k14;sz1085;227;191;95;54;604;991;Újlak u. 110. (Általános Iskola)
k14;sz1086;240;213;107;39;615;917;Akácvirág u. 49. (Általános Iskola)
k14;sz1087;449;303;168;89;1057;1465;Pesti út 117. (Idõsek otthona)
k14;sz1088;193;140;73;27;458;763;Akácvirág u. 49. (Általános Iskola)
k14;sz1089;218;236;87;40;620;921;Pesti út 80. (Zeneiskola)
k14;sz1090;260;219;73;28;614;963;Pesti út 80. (Zeneiskola)
k14;sz1091;241;167;91;19;538;923;Ferihegyi út 115. (Általános Iskola)
k14;sz1092;119;139;81;16;385;1057;Ferihegyi út 115. (Általános Iskola)
k14;sz1093;224;226;118;27;617;1014;Ferihegyi út 115. (Általános Iskola)
k14;sz1094;222;243;112;38;640;1047;Ferihegyi út 115. (Általános Iskola)
k14;sz1095;230;171;70;77;578;801;Kép u. 4. (Általános Iskola)
k14;sz1096;331;225;95;68;741;1041;Kép u. 4. (Általános Iskola)
k14;sz1097;295;290;79;62;753;953;Újlak u. 110. (Általános Iskola)
k14;sz1098;286;202;63;14;582;780;Ferihegyi út 115. (Általános Iskola)
k14;sz1099;217;123;47;23;422;597;Ferihegyi út 115. (Általános Iskola)
k14;sz1100;245;205;83;39;599;914;Kép u. 4. (Általános Iskola)
k14;sz1101;268;174;78;50;604;883;Kép u. 4. (Általános Iskola)
k14;sz1102;321;215;71;26;649;872;Kép u. 14. (Általános Iskola)
k14;sz1103;261;191;94;31;592;811;Kép u. 14. (Általános Iskola)
k14;sz1104;280;216;91;38;645;907;Kép u. 14. (Általános Iskola)
k14;sz1105;239;215;96;39;617;894;Kép u. 14. (Általános Iskola)
k14;sz1106;270;189;98;33;615;1038;Kép u. 14. (Általános Iskola)
k14;sz1107;310;171;85;37;635;979;Ferihegyi út 115. (Általános Iskola)
k14;sz1108;335;187;123;31;704;1045;Csabai út 20. (Házasságkötõ terem)
k14;sz1109;344;239;98;35;740;1065;Csabai út 20. (Házasságkötõ terem)
k14;sz1110;277;265;92;62;720;987;Sági u. 5. (Bölcsõde)
k14;sz1111;333;230;111;49;749;1049;Sági u. 5. (Bölcsõde)
k14;sz1112;320;188;103;66;702;1012;Sisakos sáska u. 3. (Általános Iskola)
k14;sz1113;349;268;90;68;808;1096;Sisakos sáska u. 3.  (Általános Iskola)
k14;sz1114;309;213;94;52;699;1003;Rezgõ u. 15. (Óvoda)
k14;sz1115;224;160;80;28;505;742;Erzsébet krt. 56. (Általános Iskola)
k14;sz1116;237;173;72;25;529;781;Sisakos sáska u. 3. (Általános Iskola)
k14;sz1117;312;244;95;41;724;984;Rákoskert sgt. 66. (Mûvelõdési Ház)
k14;sz1118;317;232;132;58;772;1067;Rákoskert sgt. 66. (Mûvelõdési Ház)
k14;sz1119;281;156;79;34;574;823;Rákoskert sgt. 66. (Mûvelõdési Ház)
k14;sz1120;259;193;100;38;605;886;Erzsébet krt. 56. (Általános Iskola)
k14;sz1121;224;176;70;33;529;738;Sisakos sáska u. 3. (Általános Iskola)
k14;sz1122;348;251;132;32;794;1112;Sport tér 4. (Klub helyiség)
k14;sz1123;261;290;93;71;752;1010;Sisakos sáska u. 3. (Általános Iskola)
k14;sz1124;297;194;93;33;639;909;Anna u. 26. (Napközi otthon)
k14;sz1125;258;164;103;40;581;791;Szabadság sgt. 32. (Általános Iskola)
k14;sz1126;319;208;76;45;682;926;Szabadság sgt. 32. (Általános Iskola)
k14;sz1127;329;229;72;43;717;1023;Szabadság sgt. 32. (Általános Iskola)
k14;sz1128;298;156;78;52;607;820;Anna u. 26. (Napközi otthon)
k14;sz1129;273;222;92;41;652;941;Sport tér 4. (Klub helyiség)
k14;sz1130;404;199;113;40;773;1085;Szánthó Géza u. 60. (Általános Iskola)
k14;sz1131;242;198;131;38;636;910;Szánthó Géza u. 60. (Általános Iskola)
k14;sz1132;299;180;110;38;649;1043;Szánthó Géza u. 60. (Általános Iskola)
k14;sz1133;234;155;72;30;507;749;Diadal u. 43-49. (Általános Iskola)
k14;sz1134;282;186;63;41;598;899;Diadal u. 43-49. (Általános Iskola)
k14;sz1135;302;233;106;48;710;997;Diadal u. 43-49. (Általános Iskola)
k14;sz1136;289;210;93;36;648;889;Naplás út 60. (Általános Iskola)
k14;sz1137;323;200;101;35;678;927;Diadal u. 43-49. (Általános Iskola)
k14;sz1138;270;260;81;56;697;959;Diadal u. 43-49. (Általános Iskola)
k14;sz1139;309;228;93;54;718;971;Naplás út 60. (Általános Iskola)
k14;sz1140;244;200;94;53;618;851;Naplás út 60. (Általános Iskola)
k14;sz1141;298;186;84;45;644;879;Naplás út 60. (Általános Iskola)
k14;sz1142;283;183;84;47;627;891;Hõsök tere 19-20. (Általános Iskola)
k14;sz1143;373;228;93;40;767;993;Hõsök tere 19-20. (Általános Iskola)
k14;sz1144;409;217;83;27;770;1001;Hõsök tere 19-20. (Általános Iskola)
k14;sz1145;247;165;44;29;509;718;Hõsök tere 19-20. (Általános Iskola)
k14;sz1146;348;258;89;46;762;1003;Heltai tér 1. (Óvoda)
k15;sz1147;320;310;103;55;814;1101;Vajk utca 16-20. (Ált.Isk.)
k15;sz1148;302;224;98;53;700;943;Vajk utca 16-20. (Ált.Isk.)
k15;sz1149;302;322;123;42;821;1154;Vajk utca 16-20. (Ált.Isk.)
k15;sz1150;293;318;94;46;786;1079;Martinovics tér 13. (Óvoda)
k15;sz1151;278;299;164;42;805;1138;Bajcsy-Zsilinszky utca 74. (Ált.Isk.)
k15;sz1152;234;308;130;37;739;1045;Lakatos út 30. (Ált.Isk.)
k15;sz1153;293;315;66;40;750;1023;Lakatos út 30. (Ált.Isk.)
k15;sz1154;261;282;97;36;709;977;Lakatos út 30. (Ált.Isk.)
k15;sz1155;219;208;92;27;574;873;Lakatos út 30. (Ált.isk.)
k15;sz1156;294;250;87;45;699;970;Gyöngyvirág utca 41. (Ált.isk.)
k15;sz1157;197;180;63;26;478;875;Kossuth Lajos tér 2-4. (Gimnázium)
k15;sz1158;238;235;98;44;641;836;Kosztolányi Dezsõ utca 28. (Óvoda)
k15;sz1159;271;272;59;67;701;1007;Gulner Gyula utca 2. (Ált.Isk.)
k15;sz1160;285;199;89;59;661;913;Kosztolányi Dezsõ utca 28. (Óvoda)
k15;sz1161;229;255;95;60;661;937;Gulner Gyula utca 2. (Ált.Isk.)
k15;sz1162;234;251;101;24;634;863;Gulner Gyula utca 2. (Ált.Isk.)
k15;sz1163;257;220;87;46;635;863;Gulner Gyula utca 2. (Ált.Isk.)
k15;sz1164;269;263;129;38;730;996;Fülek utca 4. (Tátrafüred téri Óvoda)
k15;sz1165;353;269;128;56;850;1115;Fülek utca 4. (Tátrafüred téri Óvoda)
k15;sz1166;221;243;74;27;584;847;Kassa utca 173. (Ált.Isk.)
k15;sz1167;326;262;99;34;736;1007;Kassa utca 173. (Ált.Isk.)
k15;sz1168;238;211;93;26;587;867;Barcika tér 8. (Óvoda)
k15;sz1169;265;255;97;39;678;948;Barcika tér 8. (Óvoda)
k15;sz1170;253;247;104;34;675;1114;Üllõi út 380-382. (Ált.Isk.)
k15;sz1171;276;330;105;35;772;1082;Üllõi út 380-382. (Ált.Isk.)
k15;sz1172;239;261;95;60;692;1070;Üllõi út 380-382. (Ált.isk.)
k15;sz1173;288;330;125;44;820;1216;Reviczky Gyula utca 52-56. (Óvoda)
k15;sz1174;297;314;100;60;789;1126;Reviczky Gyula utca 52-56. (Óvoda)
k15;sz1175;215;311;142;41;739;1281;Kondor Béla sétány 7. (Ált.Isk.)
k15;sz1176;207;304;118;36;707;1122;Kondor Béla sétány 7. (Ált.Isk.)
k15;sz1177;254;293;151;42;774;1325;Kondor Béla sétány 7. (Ált.Isk.)
k15;sz1178;182;236;124;29;602;1149;Kondor Béla sétány 7. (Ált.Isk.)
k15;sz1179;174;281;115;27;620;1127;Kondor Béla sétány 7. (Ált.Isk.)
k15;sz1180;546;508;249;117;1482;2000;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1181;246;221;135;30;665;1072;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1182;192;223;141;29;617;1109;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1183;164;273;107;34;603;988;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1184;197;203;128;37;588;1090;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1185;160;209;138;27;554;983;Kondor Béla sétány 10. (Ált.Isk.)
k15;sz1186;271;372;92;47;818;1127;Darus utca 3. (Ált.Isk.)
k15;sz1187;283;377;107;48;855;1192;Darus utca 3. (Ált.Isk.)
k15;sz1188;243;385;115;58;844;1243;Vándor Sándor utca 7. (Bölcsõde)
k15;sz1189;214;244;99;42;629;863;Tövishát utca 8. (Ált.isk.)
k15;sz1190;306;343;123;76;880;1233;Tövishát utca 8. (Ált.isk.)
k15;sz1191;216;140;69;29;484;712;Városház utca 1-3. (Mûv.Ház)
k15;sz1192;254;213;86;40;607;830;Wlassics Gyula utca 69. (Ált.Isk.)
k15;sz1193;300;201;118;66;710;1042;Petõfi utca 5. (Óvoda)
k15;sz1194;202;243;80;33;589;804;Wlassics Gyula utca 69. (Ált.Isk.)
k15;sz1195;300;236;104;53;724;1080;Wlassics Gyula utca 69. (Ált.Isk.)
k15;sz1196;299;333;114;63;828;1096;Petõfi utca 5. (Óvoda)
k15;sz1197;253;243;102;57;674;954;Dráva utca 34/B. (Óvoda)
k15;sz1198;341;279;102;54;799;1049;Brassó utca 1. (Ált.Isk.)
k15;sz1199;416;335;107;62;951;1219;Marosvásárhely utca 6-8. (ÉNO)
k15;sz1200;315;307;132;52;851;1102;Brassó utca 1. (Ált.Isk.)
k15;sz1201;309;308;89;61;797;1144;Brassó utca 1. (Ált.Isk.)
k15;sz1202;292;304;118;70;819;1131;Halomi út 113/A. (Óvoda)
k15;sz1203;369;349;108;51;905;1136;Kandó tér 1. (Ált.Isk.)
k15;sz1204;281;264;114;32;722;1011;Kandó tér 1. (Ált.Isk.)
k15;sz1205;357;264;117;62;838;1187;Kandó tér 1. (Ált.Isk.)
k15;sz1206;274;279;142;58;776;1221;Kandó tér 1. (Ált.Isk.)
k15;sz1207;256;357;131;60;830;1285;Bükk utca 8. (Bölcsõde)
k15;sz1208;290;307;125;55;802;1171;Nemes utca 56-60. (Ált.Isk.)
k15;sz1209;305;328;92;49;810;1146;Nemes utca 56-60. (Ált.Isk.)
k15;sz1210;252;186;110;28;597;920;Kapocs utca 56. (Ált.Isk.)
k15;sz1211;291;257;130;41;744;1106;Kapocs utca 56. (Ált.Isk.)
k15;sz1212;182;144;89;26;459;710;Ady Endre utca 127. (Óvoda)
k15;sz1213;334;240;140;36;765;1056;Ady Endre utca 127. (Óvoda)
k15;sz1214;273;200;123;43;663;913;Ady Endre utca 127. (Óvoda)
k15;sz1215;338;258;131;46;797;1150;Ady Endre utca 46-48. (Ált.Isk.)
k15;sz1216;277;253;123;62;747;1065;Ady Endre utca 46-48. (Ált.Isk.)
k15;sz1217;206;209;97;21;550;823;Ady Endre utca 46-48. (Ált.Isk.)
k15;sz1218;303;262;137;35;777;1155;Táncsics Mihály utca 53. (Ált.isk.)
k15;sz1219;294;248;124;55;746;1073;Eke utca 16. (Óvoda)
k15;sz1220;278;289;144;36;778;1172;Táncsics Mihály utca 53. (Ált.isk.)
k15;sz1221;357;289;122;46;860;1190;Nagykõrösi út 55-57. (Ált.Isk.)
k15;sz1222;248;251;94;44;655;975;Nagykõrösi út 55-57. (Ált.Isk.)
